id	title	year	venue	language	RQs	relevance	score	decision	reason
jadon_enhancing_2025	Enhancing {Domain}	2025	2025 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jain_mitigating_2025	On {Mitigating}	2025	IEEE/ACM International Conference on Software Engineering - Software Engineering in Practice		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jain_mitigating_2025-1	On mitigating code {LLM}	2025	2025 IEEE/ACM 47th …		RQ4	Baja	1.0	Include	Métricas/metodologías
jain_rag_2024	From rag to riches: {Retrieval}	2024	arXiv preprint arXiv:2407.00361		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
james_retrieval-augmented_2025	Retrieval-{Augmented}	2025	Applied Sciences (Switzerland)		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
janaka_tom_2024	{TOM}	2024	Companion of the 2024 on {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jang_accelerating_2025	Accelerating {Retrieval}	2025	Proceedings of the 58th {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
jang_au-rag_2024	{AU}	2024	Proceedings of the 2024 {Annual}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jang_calibrated_2024	Calibrated decision-making through llm-assisted retrieval	2024	arXiv preprint arXiv:2411.08891		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jatowt_flexidigital_2025	{FlexiDigital}	2025	Proceedings of the 16th {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jauhiainen_evaluating_2024	Evaluating {Students}	2024	arXiv		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jauhiainen_evaluating_2024-1	Evaluating {Students}	2024	Advances in Artificial Intelligence and Machine Learning		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jauhiainen_generative_2025	Generative {AI}	2025	Innovations in Education and …		RQ4	Baja	1.0	Include	Métricas/metodologías
jayawardena_context_2025	Context {Driven}	2025	… Conference on Case …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jayawardena_improving_2024	Improving {Quality}	2024	Proceedings of the 2024 10th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
jayawardene_tablinkllm_2024	{TabLinkLLM}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
jearanaitanakij_thai_2024	Thai {Question}	2024	ECTI Transactions on Computer and Information Technology		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jennings_whats_2024	What's the {Game}	2024	Proceedings of the 37th {Annual}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jeon_chatcnc_2025	{ChatCNC}	2025	Journal of Manufacturing …		RQ4	Baja	1.0	Include	Métricas/metodologías
jeon_hybrid_2025	Hybrid large language model approach for prompt and sensitive defect management: {A}	2025	Advanced Engineering Informatics		RQ3	Baja	1.0	Include	XAI/calibración
jeon_rag-based_2024	{RAG}	2024	2024 {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jeong_4bit-quantization_2024	4bit-{Quantization}	2024			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jeong_generative_2023	Generative {AI}	2023	Journal of Intelligence and Information …		RQ4	Baja	1.0	Include	Métricas/metodologías
jeong_lightweight_2025	Lightweight {Relevance}	2025	2025 8th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jeong_retrieval-augmented_2024	Retrieval-{Augmented}	2024	International …		RQ3	Baja	1.0	Include	XAI/calibración
jeong_study_2023	A study on the implementation of generative ai services using an enterprise data-based llm application architecture	2023	arXiv preprint arXiv:2309.01105		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jeong_study_2024	A study on the implementation method of an agent-based advanced rag system using graph	2024	arXiv preprint arXiv:2407.19994		RQ4	Baja	1.0	Include	Métricas/metodologías
jervas_context-driven_2025	Context-{Driven}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jho_leveraging_2024	Leveraging generative {AI}	2024	New Phys		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ji_rag-rlrc-laysum_2024	Rag-rlrc-laysum at biolaysumm: {Integrating}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
ji_rela_2024	{RELA}	2024	2024 3rd {International}		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jia_agentir_2025	{AgentIR}	2025	Proceedings of the 48th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jia_enhancing_2025	Enhancing {LLMs}	2025	arXiv		RQ4	Baja	1.0	Include	Métricas/metodologías
jia_structrag_2025	{StructRAG}	2025	Companion {Proceedings}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jia_vqlens_2025	{VQLens}	2025	Companion of the 2025 {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_active_2023	Active {Retrieval}	2023			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jiang_bi_2025	Bi'an: {A}	2025	arXiv preprint arXiv:2502.19209		RQ4	Baja	1.0	Include	Métricas/metodologías
jiang_bridging_2024	Bridging {Dictionary}	2024	Companion {Publication}		RQ4	Baja	1.0	Include	Métricas/metodologías
jiang_efficient_2024	Efficient knowledge infusion via {KG}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
jiang_exploring_2025	Exploring {Large}	2025	2025 8th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_food_2025	Food {Safety}	2025	2025 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_gats_2024	{GATS}	2024	Proceedings of the 47th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_knowledge_2025	Knowledge assimilation: {Implementing}	2025	Knowledge-based …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
jiang_medirag_2024	{MediRAG}	2024			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_multi_semantic_2025	Multi\_semantic {RAG}	2025	Communications in Computer and Information Science		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jiang_peatmoss_2024					RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
jiang_piperag_2025	{PipeRAG}	2025	Proceedings of the 31st {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
jiang_rag-thief_2024	Rag-thief: {Scalable}	2024	arXiv preprint arXiv:2411.14110		RQ4	Baja	1.0	Include	Métricas/metodologías
jiang_rago_2025	Rago: {Systematic}	2025	Proceedings of the …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_reasoning-enhanced_2025	{REASONING}	2025			-	Excluir	0.0	Exclude	Fuera de alcance
jiang_research_2024	Research on {Engineering}	2024	Proceedings of the 2024 7th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jiang_retrieval_2025	Retrieval {And}	2025	Proceedings of the {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_retrieve_2025	Retrieve	2025	Companion {Proceedings}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_scpatcher_2024	{SCPatcher}	2024	Proceedings of the 38th {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
jiang_survey_2025	A {Survey}	2025	ACM Trans. Softw. Eng. Methodol.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jiang_tc-rag_2024	Tc-rag: turing-complete rag's case study on medical llm systems	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
jiao_can_2024	Can we trust embodied agents? exploring backdoor attacks against embodied {LLM}	2024	arXiv preprint arXiv …		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
jiao_deepvulhunter_2025	{DeepVulHunter}	2025	Journal of Intelligent Information Systems		-	Excluir	0.0	Exclude	Fuera de alcance
jiao_duetrag_2024	Duetrag: {Collaborative}	2024	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jiao_pr-attack_2025	Pr-attack: {Coordinated}	2025	Proceedings of the 48th International ACM …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiao_retrieval_2025	Retrieval and {Structuring}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
jin_chatting_2025	Chatting with a {Learning}	2025	Proceedings of the 15th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jin_dvd_2024	{DVD}	2024			RQ3	Baja	1.0	Include	XAI/calibración
jin_flashrag_2025	{FlashRAG}	2025	Companion {Proceedings}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jin_i_2025	"""{I}}, url = {https://doi.org/10.1145/3706598.3713732}, x_enrich_source = {x-ai/grok-4-fast}, x_enrich_status = {ok}, x_enrich_ts = {2025-11-02T06:43:54Z}, year = {2025"		Proceedings of the 2025 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
jin_intentiongpt_2025	{IntentionGPT}	2025	Companion {Proceedings}		RQ4	Baja	1.0	Include	Métricas/metodologías
jin_orthodoc_2024	Orthodoc: {Multimodal}	2024	arXiv preprint arXiv:2409.09052		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jin_ragcache_2024	Ragcache: {Efficient}	2024	ACM Transactions on …		RQ4	Baja	1.0	Include	Métricas/metodologías
jin_risk_2025	Risk {Identification}	2025	Smart Innovation		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jing_kg-enhanced_2025	{KG}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
jing_when_2025	When {Large}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
jobanputra_teamsaarlst_2024	{TeamSaarLST}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
joel_survey_2025	A {Survey}	2025	ACM Trans. Softw. Eng. Methodol.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
joho_instruction-response_2025	An {Instruction}	2025	Proceedings of the 48th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jokinen_exploring_2024	Exploring a {Japanese}	2024	Companion of the 2024 {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
jokinen_towards_2025	Towards {Domain}	2025	Proceedings of the 2025 {ACM}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
joldea_multimodal_2025	Multimodal {AI}	2025	2025 {IEEE}		-	Excluir	0.0	Exclude	Fuera de alcance
jones_shred_2022	{SHRED}	2022	ACM Trans. Graph.		RQ4	Baja	1.0	Include	Métricas/metodologías
joren_sufficient_2024	Sufficient context: {A}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
joren_sufficient_2025	{SUFFICIENT}	2025			-	Excluir	0.0	Exclude	Fuera de alcance
jorke_gptcoach_2025	{GPTCoach}	2025	Proceedings of the 2025 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
joseph_retrieval-augmented_2025	Retrieval-{Augmented}	2025	Lecture Notes in Networks and Systems		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
joshi_coprompter_2025	{CoPrompter}	2025	Proceedings of the 30th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
joshi_reaper_2024	{REAPER}	2024	Proceedings of the 33rd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
joshi_robust_2024	Robust {Multi}	2024	2024 3rd {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
joshi_robust_2024-1	Robust multi model rag pipeline for documents containing text	2024	2024 3rd International …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jovanovic_ward_2024	Ward: {Provable}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
joy_ai-powered_2025	{AI}	2025			RQ3	Baja	1.0	Include	XAI/calibración
ju_flooding_2024	Flooding spread of manipulated knowledge in llm-based multi-agent communities	2024	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
ju_task-classifying_2025	Task-{Classifying}	2025	2025 8th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ju_toward_2025	Toward {Affective}	2025	Proceedings of the 2025 {CHI}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
juan_co-trained_2025	Co-{Trained}	2025	Companion {Proceedings}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
jul}					RQ3	Baja	1.0	Include	XAI/calibración
jung_intelligent_2025	An {Intelligent}	2025	Applied Sciences (Switzerland)		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
junior_br-taxqa-r_2025	{BR}	2025	arXiv		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
junior_domain-driven_2024	Domain-driven {LLM}	2024	Proceedings of the 30th …		-	Baja	0.0	Maybe	Fuera de alcance
k_comparative_2025	Comparative {Analysis}	2025	2025 {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
kaate_when_2025	When {Personas}	2025	Proceedings of the 2025 {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
kaate_you_2025	“{You}	2025	Proceedings of the 30th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kaczmarek_optimizing_2025	Optimizing {Retrieval}	2025	International {Conference}		RQ4	Baja	1.0	Include	Métricas/metodologías
kadam_enhancing_2025	Enhancing {Comprehension}	2025	… on Intelligent and …		RQ4	Baja	1.0	Include	Métricas/metodologías
kahl_evaluating_2024	Evaluating the {Impact}	2024	… Workshop on AI in …		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
kaintura_orassistant_2024	{ORAssistant}	2024	arXiv preprint arXiv:2410.03845		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
kaiser_preference-based_2025	Preference-based {Learning}	2025	Companion {Proceedings}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
kalirai_toward_2024	Toward {Faceted}	2024	Proceedings of the 29th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kalra_hypa-rag_2024	{HyPA}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
kalyuzhnaya_llm_2025	{LLM}	2025	… Cities (2624-6511 …		-	Excluir	0.0	Exclude	Fuera de alcance
kamath_large_2024	Large {Language}	2024			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
kamath_retrieval-augmented_2024	Retrieval-augmented generation	2024	Large Language Models: A …		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
kambhamettu_explainable_2024	Explainable {Notes}	2024	Proceedings of the 2024 {CHI}		RQ3	Baja	1.0	Include	XAI/calibración
kamel_boulos_nvidias_2024	{NVIDIA}	2024	JMIR Dermatology		RQ4	Baja	1.0	Include	Métricas/metodologías
kamra_enhancing_2024	Enhancing {Document}	2024	2024 5th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
kamra_evaluating_2025	Evaluating {Reinforcement}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kamra_evaluating_2025-1	Evaluating reinforcement learning based models for test time enhancement in rag	2025	2025 Second International …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kamran_vision_2024	Vision {Paper}	2024	Proceedings of the 39th {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kan_abcm_2025	{ABCM}	2025	Proceedings of the 2025 5th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
kanakaris_network-informed_2025	Network-informed {Prompt}	2025	Companion {Proceedings}		RQ4	Baja	1.0	Include	Métricas/metodologías
kang_bim_2024	{BIM}	2024	Journal of KIBIM		RQ3	Baja	1.0	Include	XAI/calibración
kang_c-rag_2024	C-rag: {Certified}	2024	arXiv preprint arXiv:2402.03181		RQ3	Baja	1.0	Include	XAI/calibración
kang_deficiency_2023	Deficiency of large language models in finance: {An}	2023	arXiv preprint arXiv:2311.15548		RQ4	Baja	1.0	Include	Métricas/metodologías
kang_ever_2023	Ever: {Mitigating}	2023	arXiv preprint arXiv:2311.09114		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
kang_nadine_2024	Nadine: an {LLM}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
kang_nadine_2024-1	Nadine: {A}	2024	Computer Animation and …		-	Baja	0.0	Maybe	Fuera de alcance
kang_prompt-rag_2024	Prompt-{RAG}	2024	arXiv		RQ4	Baja	1.0	Include	Métricas/metodologías
kang_prompt-rag_2024-1	Prompt-rag: {Pioneering}	2024	arXiv preprint arXiv:2401.11246		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
kang_retrieval-augmented_2024	Retrieval-{Augmented}	2024	Proceedings of the 2024 {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
kang_similarity_2025	Similarity {Evaluation}	2025	KSII Transactions on Internet and Information Systems		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
kang_tldr_2024	tl;dr: {Chill}	2024	Proceedings of the 2024 {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kaniwa_chitchatguide_2024	{ChitChatGuide}	2024	Proc. ACM Hum.-Comput. Interact.		RQ3	Baja	1.0	Include	XAI/calibración
kapp_data-driven_2020	Data-driven authoring of large-scale ecosystems	2020	ACM Trans. Graph.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
kapuriya_exploring_2025	Exploring the {Role}	2025	Proceedings of the 48th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
karinshak_working_2023	Working {With}	2023	Proc. ACM Hum.-Comput. Interact.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
karpe_infonest_2025	{InfoNest}	2025	Lecture Notes in Networks and Systems		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
kashmira_tobugraph_2024	{TOBUGraph}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
kashyap_rag-em_2025	{RAG}	2025	2025 {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
kassaie_exploiting_2025	Exploiting {Query}	2025	Proceedings of the 2025 {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
